,column1,column2,class
843,0.85128,-0.49679,0
547,-0.73758,-0.2257,0
35,6.4384,33.41,1
407,1.0831,0.19671,0
539,1.5563,1.6265,0
175,3.4283,3.8105,0
310,5.8979,31.801,1
568,6.4158,35.833,1
411,2.4014,1.1191,0
800,5.5411,29.144,1
440,4.5688,2.0668,0
300,2.2528,0.68145,0
1,7.7993,1.2808,0
65,5.0859,28.623,1
924,3.55,-0.13308,0
313,5.1869,2.018,0
46,4.8351,27.553,1
162,3.8799,22.939,1
629,-1.1828,1.3697,0
765,5.0688,2.413,0
569,-3.0739,-0.088308,0
67,-0.34736,0.69299,0
326,-0.9408,0.71236,0
927,-2.6811,0.41957,0
371,5.1922,28.328,1
149,5.0492,2.9085,0
862,3.8277,25.257,1
837,6.1104,31.773,1
975,5.2877,30.721,1
882,3.8536,23.719,1
934,-1.9112,-0.57309,0
454,1.8264,0.70386,0
157,6.3514,33.21,1
416,4.7074,27.276,1
88,5.2157,27.087,1
832,2.8785,0.74404,0
452,-1.1058,0.85163,0
576,2.8065,21.445,1
957,7.3774,34.902,1
740,4.4282,26.363,1
908,4.8083,27.504,1
457,5.2495,28.071,1
368,1.1015,1.0006,0
951,4.8101,26.222,1
359,-0.861,1.5191,0
875,-2.6389,-0.90507,0
184,5.5528,31.016,1
633,5.3476,28.593,1
171,2.6701,18.82,1
172,-2.5824,0.76338,0
10,3.6501,22.692,1
794,6.4065,32.651,1
956,-1.6699,1.4175,0
415,4.5885,2.397,0
425,2.3457,-0.65998,0
744,-2.2311,-0.24159,0
28,2.9293,1.2524,0
7,3.0835,1.6493,0
606,1.991,0.45757,0
884,6.9492,1.5463,0
906,4.1429,24.793,1
423,1.7983,0.64968,0
103,4.4555,23.681,1
413,3.5186,18.794,1
697,4.7505,25.747,1
898,6.1168,1.6601,0
768,2.5479,2.2231,0
435,3.673,25.09,1
268,2.2093,0.3357,0
870,4.5902,26.917,1
546,4.787,26.69,1
126,5.4735,1.9531,0
573,6.7463,34.057,1
597,3.742,1.0307,0
951,1.3995,0.31903,0
885,-3.3548,0.43629,0
596,2.57,0.61433,0
771,5.647,29.84,1
753,-1.1303,-0.80402,0
667,-0.24754,0.35667,0
200,2.5794,2.2682,0
247,7.0721,1.2495,0
136,-2.2175,-0.4235,0
619,7.0389,35.575,1
976,5.0032,28.707,1
863,4.039,23.281,1
131,-0.60441,0.85746,0
152,4.9652,28.27,1
255,1.2523,1.059,0
460,-0.026101,0.58164,0
0,3.7003,1.8481,0
812,1.3444,1.6622,0
849,3.2826,1.7064,0
690,5.078,26.856,1
446,1.897,1.2288,0
380,9.6668,2.3075,0
627,4.9564,26.949,1
190,1.3827,1.2732,0
84,4.1955,24.907,1
779,5.8017,31.06,1
324,5.3018,28.451,1
594,5.3984,28.78,1
24,3.546,0.80876,0
80,6.4193,33.842,1
518,7.6233,2.3979,0
912,4.7488,25.604,1
625,0.68319,1.4541,0
882,-1.6251,0.31366,0
449,3.864,1.6789,0
458,-1.1402,0.24079,0
360,4.5323,27.651,1
53,3.8865,25.804,1
811,3.147,22.536,1
632,3.6385,21.211,1
130,4.6462,27.714,1
686,4.8391,26.116,1
553,1.0586,1.3731,0
201,3.9702,22.757,1
662,0.38733,0.96989,0
590,-0.18137,1.0611,0
178,0.49427,3.1361,0
959,5.1685,27.035,1
894,-1.6127,1.3303,0
522,4.8522,1.5522,0
644,-3.0413,0.55497,0
531,2.2215,1.1059,0
49,6.1093,31.417,1
551,0.70766,0.96552,0
142,3.2498,21.418,1
668,4.4571,2.2436,0
343,4.3645,0.77455,0
41,1.2365,-0.7934,0
470,4.6269,24.704,1
172,3.5509,23.777,1
111,4.1604,25.09,1
760,5.4207,32.098,1
947,5.0397,27.105,1
61,5.0326,27.804,1
928,3.7088,0.92319,0
726,-0.83481,2.0008,0
107,4.3381,0.64395,0
511,-1.4575,0.14122,0
828,4.2657,23.787,1
981,8.0561,2.0726,0
679,0.8261,0.97252,0
286,-0.18311,0.72011,0
42,5.3192,28.512,1
586,3.6435,2.5742,0
428,7.7063,3.6254,0
643,5.2882,28.932,1
77,5.4882,28.128,1
824,0.74036,-0.52532,0
915,4.2255,25.927,1
394,4.0913,26.188,1
166,3.7429,24.674,1
502,5.1837,29.475,1
70,0.053296,1.9483,0
334,4.9791,28.919,1
886,0.57888,-0.24187,0
375,-0.86077,0.70103,0
855,2.7967,21.953,1
947,2.1257,0.46996,0
900,5.4364,31.936,1
688,-1.0125,0.91594,0
492,3.9009,-0.40466,0
670,5.6474,28.601,1
878,7.6052,34.06,1
673,4.0893,1.7586,0
939,-0.967,0.99919,0
196,6.8287,1.0854,0
866,1.1431,3.6521,0
2,-5.1431,-0.42389,0
961,-0.20934,0.43959,0
306,5.4494,29.558,1
206,2.8266,1.9467,0
935,2.6789,1.4546,0
131,4.1764,25.585,1
391,1.0152,1.2559,0
871,4.4965,27.254,1
87,1.2293,-0.26432,0
713,0.83625,-0.228,0
914,2.7985,18.664,1
697,1.211,0.14923,0
114,5.961,28.197,1
678,3.7116,24.647,1
84,-0.54394,0.4709,0
707,3.8797,24.07,1
818,2.5103,0.75593,0
724,5.3268,30.244,1
460,4.3593,25.542,1
539,4.8597,28.814,1
549,1.146,1.8747,0
174,5.3914,29.297,1
391,4.6886,27.67,1
568,6.4773,3.1991,0
432,5.6001,27.217,1
930,-0.40413,2.0524,0
587,4.9858,26.476,1
314,-4.7156,1.4741,0
715,4.4652,2.2544,0
17,6.4897,32.816,1
616,4.5565,0.31311,0
574,2.4914,1.3036,0
475,5.4128,26.815,1
78,1.4391,1.2274,0
418,4.6914,28.06,1
443,3.2569,2.8412,0
146,3.8436,24.717,1
344,4.727,25.999,1
169,4.5027,0.52223,0
265,3.3298,24.779,1
979,1.6444,-0.017464,0
240,-1.3732,0.96986,0
775,3.4495,22.149,1
872,6.2333,31.441,1
704,1.4861,1.4024,0
189,1.7854,-0.47004,0
193,5.023,25.598,1
851,-0.30671,0.1598,0
776,5.1716,29.786,1
463,2.6299,-0.069793,0
181,3.4389,0.26819,0
196,6.527,32.141,1
116,6.4367,32.528,1
799,7.1385,36.089,1
175,5.4517,34.471,1
338,-5.8958,-1.6929,0
689,3.0034,1.8723,0
517,5.7512,29.577,1
253,5.4264,29.847,1
438,6.6492,1.7603,0
663,3.6784,22.29,1
903,5.7829,1.1914,0
891,6.9122,33.528,1
645,5.1102,26.302,1
984,10.277,1.8106,0
740,0.19189,0.92198,0
292,5.2271,3.4069,0
834,1.7439,0.74998,0
790,-2.5046,0.22995,0
404,4.553,22.751,1
929,4.9085,27.917,1
372,-0.60032,1.3994,0
183,4.6651,27.371,1
295,4.9292,26.085,1
79,4.8039,29.962,1
973,6.1867,33.306,1
633,3.0992,0.83366,0
752,5.1205,26.782,1
332,4.7461,28.139,1
169,5.7914,29.163,1
856,4.4288,28.506,1
920,6.7985,33.457,1
327,1.4408,0.72627,0
639,3.8231,25.199,1
937,5.0256,29.582,1
176,4.8697,26.499,1
948,0.57508,-0.40229,0
817,-0.96717,1.3409,0
90,-1.6301,0.35286,0
502,2.5809,1.5288,0
772,0.88175,1.1885,0
801,-2.8727,0.95873,0
618,5.8797,31.952,1
658,1.2823,1.7507,0
48,6.0933,30.639,1
116,6.5432,1.4156,0
3,5.8622,29.904,1
648,2.2944,1.1125,0
913,1.3531,1.0613,0
246,1.7327,2.1406,0
186,-1.5343,0.68571,0
807,0.84962,0.93177,0
392,4.43,28.916,1
905,-1.2788,-0.069562,0
108,7.4135,0.69783,0
210,4.468,27.188,1
266,5.4716,34.177,1
995,6.5106,36.643,1
807,4.6362,26.923,1
997,4.7172,26.1,1
655,3.3727,22.582,1
528,4.4927,25.892,1
527,1.7811,0.7218,0
222,6.2347,31.355,1
725,0.3718,0.44745,0
478,-0.078253,0.38487,0
620,5.9239,30.581,1
23,6.6302,33.416,1
60,-1.4439,0.54279,0
105,0.1016,0.89598,0
549,4.7299,28.944,1
331,3.7962,25.912,1
840,6.3782,2.246,0
978,13.152,2.0795,0
508,3.8333,22.596,1
134,5.282,30.042,1
147,0.31274,1.9462,0
258,7.2294,35.863,1
355,4.3955,27.127,1
605,0.38815,1.0151,0
219,1.2125,-1.0166,0
966,5.4359,32.602,1
498,5.9105,31.856,1
254,4.6272,28.149,1
831,4.8431,27.536,1
828,-0.32197,-0.22073,0
103,0.27805,-0.53925,0
122,6.379,32.249,1
875,3.5331,20.588,1
925,5.7653,32.22,1
689,5.3173,30.47,1
617,2.6737,2.5015,0
691,6.3244,33.228,1
993,4.6824,29.153,1
287,4.3484,25.99,1
427,5.312,29.997,1
848,4.8027,25.349,1
619,8.4475,2.2003,0
110,-4.7621,-1.4549,0
30,5.8884,33.269,1
480,2.5596,0.57788,0
491,5.2748,27.438,1
998,6.1522,31.824,1
81,5.2916,30.437,1
836,3.7374,21.067,1
13,1.8006,1.3802,0
554,6.1437,29.322,1
582,2.4554,0.039759,0
324,2.9544,0.82187,0
319,4.6112,1.1768,0
449,5.5894,30.815,1
747,3.2784,1.1224,0
433,3.8782,1.2967,0
810,4.6991,1.2523,0
545,3.9901,1.394,0
397,5.6076,30.529,1
183,0.94099,1.1295,0
270,5.3271,26.956,1
34,-7.3106,-1.3515,0
372,4.1777,26.609,1
177,2.5809,1.0459,0
685,0.70559,1.9645,0
358,5.1136,30.042,1
731,3.7913,24.093,1
779,4.5352,1.5152,0
73,5.8886,30.818,1
58,4.7744,25.718,1
791,5.7174,27.671,1
93,10.176,0.7881,0
310,4.8394,1.7754,0
742,3.4307,22.621,1
369,4.9133,26.439,1
329,6.1454,32.065,1
665,3.0051,0.66553,0
588,3.8445,22.365,1
127,4.7221,26.055,1
805,3.303,0.75176,0
100,5.8404,30.872,1
182,-0.68385,1.5047,0
799,8.7625,2.335,0
387,4.4898,1.1312,0
688,4.0474,25.359,1
597,5.5509,29.494,1
44,4.1351,23.705,1
46,1.4786,0.99062,0
816,1.7745,0.83312,0
282,3.1074,0.72591,0
336,8.8867,0.46536,0
380,7.4245,36.782,1
370,3.5306,22.558,1
130,0.88103,1.3379,0
987,4.2222,28.462,1
545,5.6293,30.383,1
243,1.9083,1.1641,0
612,-0.4593,0.91385,0
895,4.3751,27.454,1
628,3.8418,1.3839,0
366,1.2605,1.2737,0
622,4.0291,0.25178,0
259,5.3376,28.577,1
400,2.8527,-0.2053,0
718,5.2293,2.1473,0
808,0.10494,1.5604,0
893,5.4092,30.328,1
179,5.862,29.116,1
645,2.3485,-0.054131,0
680,4.2422,22.788,1
577,4.6666,27.951,1
579,3.0037,0.87538,0
518,6.7783,35.268,1
877,3.0352,18.522,1
8,13.316,2.3246,0
62,3.7472,1.5189,0
154,5.2214,0.35993,0
144,4.1686,24.867,1
720,3.3114,0.51864,0
419,3.9034,21.851,1
733,-8.2206,-0.47215,0
988,3.9351,25.867,1
442,-1.3256,0.29419,0
407,4.71,25.731,1
388,4.1241,25.334,1
441,5.5455,30.35,1
942,3.6763,1.9452,0
151,4.98,27.185,1
761,5.4007,28.989,1
20,4.1235,1.4034,0
772,4.6464,27.433,1
742,-2.9626,0.316,0
62,5.5525,30.418,1
801,3.4591,23.906,1
451,-4.394,-0.66075,0
960,1.0475,0.25712,0
346,0.47914,1.4606,0
150,3.6446,-0.53896,0
481,4.6925,25.695,1
242,5.3503,27.621,1
991,3.9469,23.957,1
879,5.0749,1.7151,0
143,4.7143,27.735,1
800,3.7112,0.85859,0
580,3.308,1.5301,0
365,2.976,1.1507,0
735,-2.5108,-1.143,0
941,5.125,27.813,1
766,0.20203,1.5952,0
256,8.3995,1.5947,0
234,0.39414,0.006488,0
651,1.8614,0.58966,0
717,4.9104,28.724,1
771,4.0459,1.0818,0
515,3.7118,2.1089,0
572,5.0475,25.82,1
660,7.0243,37.018,1
241,5.9337,28.872,1
125,4.7275,28.258,1
200,5.1832,30.867,1
864,4.3463,25.502,1
276,-2.1799,1.1864,0
749,3.3695,21.21,1
231,3.7493,25.982,1
52,-1.8394,0.85154,0
601,6.4122,33.183,1
525,2.1122,0.46677,0
218,6.8385,1.8726,0
988,-1.3676,1.341,0
631,3.8983,2.9501,0
209,4.8539,27.965,1
626,5.8728,1.8536,0
89,3.8342,25.231,1
542,6.0294,30.576,1
199,3.977,0.46669,0
899,4.4064,24.82,1
851,4.2706,24.516,1
736,-1.208,0.15265,0
792,-0.45995,0.22614,0
114,5.0388,-0.22497,0
876,-3.1412,0.99545,0
972,4.3288,25.03,1
350,4.7858,0.91244,0
589,1.9699,0.56172,0
538,0.67531,1.811,0
798,5.6615,28.074,1
757,5.8864,30.801,1
901,4.4956,28.523,1
647,4.9978,27.284,1
980,3.4434,22.108,1
431,4.7397,25.532,1
679,4.6288,26.981,1
168,4.8235,29.604,1
746,4.6977,0.026899,0
883,3.7318,0.82937,0
98,4.561,24.247,1
985,3.7423,3.8799,0
785,7.7891,35.084,1
681,4.436,23.453,1
297,3.8378,1.7336,0
745,2.0958,1.4112,0
57,3.1744,0.91282,0
471,4.5788,1.3698,0
413,-2.6846,-1.8373,0
932,6.2815,31.741,1
237,1.9708,16.979,1
79,1.38,2.3129,0
719,-0.76377,0.77337,0
637,3.1037,21.492,1
622,5.6417,28.263,1
556,5.9726,30.698,1
565,4.0521,1.3905,0
238,4.543,28.382,1
762,5.0951,30.479,1
296,2.5137,20.018,1
952,-1.2664,1.0177,0
630,2.204,0.80702,0
824,4.6017,24.088,1
727,3.7967,23.704,1
110,2.8616,17.802,1
581,0.1751,-1.2571,0
129,2.9482,19.445,1
87,4.7563,24.983,1
43,5.3129,27.689,1
919,6.817,2.2976,0
931,4.3064,27.81,1
554,5.6166,0.11947,0
925,4.4199,2.1816,0
836,-1.9926,-0.93371,0
796,5.9297,29.593,1
530,5.2458,27.395,1
577,0.94567,1.4355,0
802,1.3576,1.9928,0
403,3.9797,27.876,1
631,5.6003,33.238,1
50,4.1363,26.912,1
653,6.7382,36.627,1
734,3.913,28.32,1
651,4.9562,27.113,1
839,3.1712,19.243,1
693,4.8655,25.02,1
264,5.4227,30.415,1
638,2.872,20.686,1
382,4.6842,26.712,1
692,4.7868,31.812,1
240,3.9333,25.163,1
112,6.2836,2.3718,0
426,7.7364,3.202,0
37,-0.38729,0.77148,0
309,3.6955,1.7139,0
921,1.6304,0.52552,0
641,-1.7095,1.1498,0
203,2.971,0.81602,0
98,0.61187,-0.38511,0
488,5.2296,28.727,1
388,-0.76976,0.7968,0
173,3.0547,1.1682,0
357,5.5632,30.791,1
23,7.1553,1.6194,0
431,1.177,0.049869,0
279,4.9451,30.984,1
144,-0.62901,0.48701,0
904,5.1203,29.268,1
293,5.8617,32.359,1
36,3.0283,2.1217,0
408,6.2616,33.086,1
616,5.8084,28.813,1
68,-1.357,-0.18535,0
255,4.7635,27.495,1
672,6.0486,29.936,1
194,5.0513,26.679,1
525,5.0355,27.088,1
676,6.1569,28.887,1
615,5.2445,29.676,1
54,4.9932,29.42,1
76,3.5776,21.708,1
495,0.075572,-0.96345,0
421,1.4285,0.12737,0
578,4.2564,1.9357,0
112,6.3546,34.115,1
856,0.19356,2.0592,0
288,5.7698,1.0085,0
520,-2.058,1.6035,0
198,4.7903,26.566,1
833,5.6395,28.831,1
654,4.5698,31.027,1
516,5.3893,29.81,1
445,6.5163,33.124,1
327,4.8232,27.023,1
756,4.5302,28.284,1
204,2.4275,-0.21391,0
208,4.8377,27.698,1
609,6.4049,31.363,1
180,-2.3061,0.84092,0
181,5.455,27.807,1
723,-0.30608,1.4774,0
